clade_name	Home.1.day.1	Home.1.day.2	Home.1.day.3	Home.1.day.4	Home.1.day.5	Home.1.day.6	Home.1.day.7	Home.8.day.1	Home.8.day.2	Home.8.day.3	Home.8.day.4	Home.8.day.5	Home.8.day.6	Home.8.day.7	Home.3.day.1	Home.3.day.2	Home.3.day.3	Home.3.day.4	Home.3.day.5	Home.3.day.6	Home.3.day.7	Home.4.day.1	Home.4.day.2	Home.4.day.3	Home.4.day.4	Home.4.day.5	Home.4.day.6	Home.4.day.7	Home.6.day.1	Home.6.day.2	Home.6.day.3	Home.6.day.4	Home.6.day.5	Home.6.day.6	Home.6.day.7	Home.2.day.1	Home.2.day.2	Home.2.day.3	Home.2.day.4	Home.2.day.5	Home.2.day.6	Home.2.day.7	Home.7.day.1	Home.7.day.2	Home.7.day.3	Home.7.day.4	Home.7.day.5	Home.7.day.6	Home.7.day.7	Home.5.day.1	Home.5.day.2	Home.5.day.3	Home.5.day.4	Home.5.day.5	Home.5.day.6	Home.5.day.7
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Aphanizomenonaceae|g__Anabaenopsis|s__Anabaenopsis_elenkinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255	0.00338	0	0.00236	0.00274	0	0.0004	0.00161	0.00351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0.00152	0	0	0.00004	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_chlorobenzoica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0.00242	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_alkaliphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0.00961	0	0.01151	0.00956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18944	0.15126	0.15031	0.13628	0.10245	0.08531	0.06932	0	0.00295	0.00871	0.00515	0	0.00899	0.00363	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tabrizicola|s__Tabrizicola_sp_TH137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0.00339	0	0.00154	0.00082	0	0.00048	0.0004	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0.00163	0.00191	0.00082	0	0.00127	0.00085	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae|g__Tsukamurella|s__Tsukamurella_sp_TY48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222	0.00495	0	0.00488	0.00475	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0	0	0.00044	0.00087	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__CFGB42124|o__OFGB42124|f__FGB42124|g__GGB27044|s__GGB27044_SGB39251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213	0.00046	0	0	0.00008	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Silanimonas|s__Silanimonas_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0.00222	0	0.00105	0.00049	0.00123	0	0.00135	0.00506	0.00102	0.00026	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0.00055	0.00047	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Azonexus|s__Azonexus_hydrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0.00046	0	0	0.00025	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_sp_KE0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00804	0.05838	0.01281	0.00682	0	0.00797	0.00362	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.00722	0	0.00491	0.00764	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00431	0.01317	0.00113	0	0.03289	0.0154	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azospira|s__Azospira_restricta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0.00153	0	0.00025	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0.0002	0.00012	0	0.00033	0.00014	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azospira|s__Azospira_oryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.00585	0	0	0.00274	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB40825|o__OFGB40825|f__FGB40825|g__GGB43456|s__GGB43456_SGB60774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086	0.00635	0	0.00384	0.00277	0	0	0	0.01343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_HJ21_Hayes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0.00332	0	0.00346	0.00358	0.00246	0.00346	0	0	0	0	0	0.001	0	0	0	0	0	0	0.00381	0	0	0	0	0	0	0	0	0	0.00025	0.00186	0.00102	0	0.00374	0.00122	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2546|o__OFGB2546|f__FGB2546|g__GGB7511|s__GGB7511_SGB10952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0.00993	0.00636	0.00629	0.00472	0.00226	0.00524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Aquella|s__Aquella_oligotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0.00082	0	0.00023	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0.00022	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Candidatus_Chazhemtobacteraceae|g__Candidatus_Chazhemtobacterium|s__Candidatus_Chazhemtobacterium_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0.00297	0	0.00014	0.00144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154	0.00161	0	0	0.00429	0.00065	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB42607|o__OFGB42607|f__FGB42607|g__GGB47217|s__GGB47217_SGB106326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0.00029	0	0.00027	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0.00312	0.00438	0.00169	0.00075	0	0.00117	0	0.00044	0.0006	0	0	0.00143	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Zhizhongheella|s__Zhizhongheella_caldifontis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0.00139	0.00043	0.00143	0.00058	0.00044	0.00127	0	0.00038	0.00051	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Aquabacterium|s__Aquabacterium_SGB22426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0.01468	0	0.00292	0.0043	0.00286	0.00726	0	0	0.00179	0	0	0	0.00163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0.00211	0.00221	0.00019	0.00592	0.00806	0.01324
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_osloensis|t__SGB10439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06958	0.10861	0	0.01579	0.01675	0	0	0	0	0	0	0	0	0	0.02719	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03333	0.20808	0.78437	0.04728	0.07324	0.04408	0.01537	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas|s__Blastomonas_natatoria|t__SGB24617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06286	0.03017	0.04195	0.02797	0.01805	0.02329	0.04216	0.47403	1.81771	0.85569	0.82338	0.62406	0.62575	0.62323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0.00108	0	0	0.00017	0	0	0	0	0	0	0.00149	0.00216
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_sp_Root1277|t__SGB11787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03363	0.00803	0	0.00031	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_CCH18_B1|t__SGB11562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03155	0.02985	0.0092	0.02362	0.03522	0.01675	0.01117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061	0.00545	0.00391	0	0.00567	0.00405	0.02468	0	0	0.01287	0	0.01026	0.00984
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta|t__SGB31770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02109	0.01342	0	0.008	0.01645	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.00499	0.00142	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadetes|c__Armatimonadetes_unclassified|o__Armatimonadetes_unclassified|f__Armatimonadetes_unclassified|g__Armatimonadetes_unclassified|s__Armatimonadetes_bacterium_Uphvl_Ar2|t__SGB8435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02062	0.0137	0.0066	0.00961	0.00896	0.00845	0.00926	0.00171	0.00244	0.00198	0.00064	0	0	0.00212	0	0.00005	0.00121	0	0.00062	0.00356	0	0	0	0	0	0	0	0	0.00024	0.00275	0.00427	0.00227	0	0.00607	0.0027	0	0	0	0	0	0.00043	0.00009
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilaceae_unclassified|s__Methylophilaceae_bacterium_LSUCC0268|t__SGB64815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01511	0.01334	0	0.006	0.0059	0	0.00748	0.00231	0.00499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00995	0.01164	0.01225	0.00676	0	0.01281	0.00894	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp_210_6|t__SGB61892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01381	0.01532	0	0.00379	0.00431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00334	0	0	0	0	0	0	0	0	0	0.0035	0.00277	0	0	0.00536	0.00021	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_sp_27|t__SGB12596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01065	0.01846	0	0.0065	0.00737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163	0.00777	0.00495	0.00134	0	0.0068	0.00333	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter_donghaensis|t__SGB31723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00982	0.00871	0.00655	0.00904	0.00565	0.01166	0.00774	0.01918	0.02244	0.02038	0.0107	0.00672	0.01692	0.00808	0	0	0	0	0	0.00228	0	0	0	0	0	0	0	0	0.00029	0.0021	0.00394	0.00161	0	0.00148	0.00183	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microcella|s__Microcella_putealis|t__SGB34960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00767	0.00746	0	0.00381	0.00495	0	0.00206	0.00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00671	0.0066	0.00785	0.00514	0.00281	0.00455	0.00256	0	0.00484	0.0015	0.00108	0	0.00676	0.00634	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_sp_km772|t__SGB32311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00659	0.00678	0	0.00042	0	0	0	0.0046	0.00009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01013	0.00772	0.00248	0.00045	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_indicus|t__SGB16017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00624	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Simplicispira|s__Simplicispira_hankyongi|t__SGB32642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00611	0.00519	0	0.00215	0.00283	0	0.00129	0.01356	0.00157	0.01139	0.00439	0.00027	0.00343	0.00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00008	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB33683|o__OFGB33683|f__FGB33683|g__GGB65220|s__GGB65220_SGB88184|t__SGB88184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00509	0.00843	0	0.00715	0.00644	0.003	0.00755	0.00014	0	0.00207	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156	0.00403	0.00161	0	0.00793	0.00378	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__GGB59201|s__GGB59201_SGB80968|t__SGB80968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495	0.00631	0	0.00396	0.0056	0.00037	0.00245	0.00015	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0	0.00134	0.0022	0.00049	0	0.00136	0.00073	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Serpentinimonas|s__Serpentinimonas_barnesii|t__SGB32578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00443	0.00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0.00278	0.00061	0	0.00052	0	0	0	0.00225	0.00131	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Kinneretia|s__Kinneretia_asaccharophila|t__SGB32545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0.00452	0	0	0.00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243	0	0	0	0	0	0	0	0	0	0.00078	0.00008	0	0	0.00003	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__Rhodobacter_amnigenus|t__SGB90483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00356	0.00377	0	0.00271	0.00505	0	0.00027	0	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0.00137	0.00148	0	0.00354	0.00171	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_CB0101|t__SGB28432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00336	0.00652	0.0035	0.00632	0.00588	0.00402	0.00253	0	0	0.00128	0	0	0.00166	0.00143	0	0	0	0	0.00007	0.00388	0	0	0	0	0	0	0	0	0	0.00119	0.0036	0.00285	0	0.00445	0.0021	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Aphanizomenonaceae|g__Cylindrospermopsis|s__Cylindrospermopsis_raciborskii|t__SGB13449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00312	0.00858	0	0.00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_GreenBA_s|t__SGB110721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00311	0.00661	0	0.00523	0.00721	0	0.00181	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0.00119	0.00229	0.00267	0	0.00494	0.00317	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp_HK05|t__SGB110722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0.00315	0.002	0.00314	0.00227	0.00123	0.00147	0	0	0	0	0	0.00025	0	0	0	0	0	0	0.00213	0	0	0	0	0	0	0	0	0.00097	0.00088	0.00288	0.00097	0	0.00228	0.00059	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_SGB38301|t__SGB38301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00291	0	0	0	0.01243	0	0	0	0.04194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Aquimonas|s__Aquimonas_voraii|t__SGB12571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273	0.00183	0	0.00149	0.00049	0	0	0.12266	0.70211	0.37623	0.34556	0.27674	0.25216	0.20009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Aphanizomenonaceae|g__Anabaenopsis|s__Anabaenopsis_elenkinii|t__SGB80619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255	0.00338	0	0.00236	0.00274	0	0.0004	0.00161	0.00351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0.00152	0	0	0.00004	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_chlorobenzoica|t__SGB12595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0.00242	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_alkaliphilum|t__SGB8324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0.00961	0	0.01151	0.00956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18944	0.15126	0.15031	0.13628	0.10245	0.08531	0.06932	0	0.00295	0.00871	0.00515	0	0.00899	0.00363	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tabrizicola|s__Tabrizicola_sp_TH137|t__SGB10680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0.00339	0	0.00154	0.00082	0	0.00048	0.0004	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0.00163	0.00191	0.00082	0	0.00127	0.00085	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae|g__Tsukamurella|s__Tsukamurella_sp_TY48|t__SGB110848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222	0.00495	0	0.00488	0.00475	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0	0	0.00044	0.00087	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__CFGB42124|o__OFGB42124|f__FGB42124|g__GGB27044|s__GGB27044_SGB39251|t__SGB39251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213	0.00046	0	0	0.00008	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Silanimonas|s__Silanimonas_lenta|t__SGB32999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0.00222	0	0.00105	0.00049	0.00123	0	0.00135	0.00506	0.00102	0.00026	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0.00055	0.00047	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Azonexus|s__Azonexus_hydrophilus|t__SGB32901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0.00046	0	0	0.00025	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_sp_KE0001|t__SGB93954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00804	0.05838	0.01281	0.00682	0	0.00797	0.00362	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_wulumuqiensis|t__SGB24017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae|t__SGB7979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.00722	0	0.00491	0.00764	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00431	0.01317	0.00113	0	0.03289	0.0154	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azospira|s__Azospira_restricta|t__SGB93679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0.00153	0	0.00025	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0.0002	0.00012	0	0.00033	0.00014	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta|t__SGB11731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091	0.00076	0	0	0.00184	0	0	0	0	0	0	0	0	0	0.10083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01337	0.04227	0.28971	0.08618	0.04022	0.03172	0	0	0	0	0	0	0
