clade_name	Home.1.day.1	Home.1.day.2	Home.1.day.3	Home.1.day.4	Home.1.day.5	Home.1.day.6	Home.1.day.7	Home.8.day.1	Home.8.day.2	Home.8.day.3	Home.8.day.4	Home.8.day.5	Home.8.day.6	Home.8.day.7	Home.3.day.1	Home.3.day.2	Home.3.day.3	Home.3.day.4	Home.3.day.5	Home.3.day.6	Home.3.day.7	Home.4.day.1	Home.4.day.2	Home.4.day.3	Home.4.day.4	Home.4.day.5	Home.4.day.6	Home.4.day.7	Home.6.day.1	Home.6.day.2	Home.6.day.3	Home.6.day.4	Home.6.day.5	Home.6.day.6	Home.6.day.7	Home.2.day.1	Home.2.day.2	Home.2.day.3	Home.2.day.4	Home.2.day.5	Home.2.day.6	Home.2.day.7	Home.7.day.1	Home.7.day.2	Home.7.day.3	Home.7.day.4	Home.7.day.5	Home.7.day.6	Home.7.day.7	Home.5.day.1	Home.5.day.2	Home.5.day.3	Home.5.day.4	Home.5.day.5	Home.5.day.6	Home.5.day.7
k__Bacteria|p__Bacteroidota|c__CFGB7628|o__OFGB7628|f__FGB7628	0.02627	0.0129	0.01648	0.00844	0.01747	0.0214	0.02614	0.02196	0.0489	0.05182	0.03886	0.0148	0.02966	0.03216	0.22039	0.27176	0.24126	0.25882	0.36033	0.29826	0.48462	0.05211	0.05399	0.02289	0.08995	0.08851	0.11977	0.16415	0.0299	0.03272	0.03264	0.00995	0.02034	0.03426	0.00607	0.01172	0.00377	0.0056	0	0.00328	0.00288	0.00285	0.12206	0.08797	0.1295	0.11813	0.29049	0.2251	0.12143	0.05413	0.05412	0.03132	0.02799	0.02771	0.02745	0.02671
k__Bacteria|p__Actinobacteria|c__CFGB22811|o__OFGB22811|f__FGB22811	0.02236	0.0229	0.01755	0.01054	0.02257	0.02324	0.02273	0.01621	0.04593	0.03003	0.02838	0.02081	0.05348	0.04015	0.00278	0.00479	0	0.00897	0.01016	0.00725	0.0078	0	0	0	0	0	0.00194	0.00435	0.02307	0.04004	0.01641	0.03818	0.04567	0.03424	0.02963	0.01054	0.02104	0.00696	0.00114	0.00793	0.0172	0.01431	0	0.00214	0.00325	0.00713	0.00418	0.00983	0.0079	0.05646	0.06063	0.04492	0.05283	0.05278	0.0391	0.06399
k__Bacteria|p__Bacteroidota|c__CFGB8604|o__OFGB8604|f__FGB8604	0.01979	0.01824	0.01398	0.00858	0.00276	0.01708	0.02773	0.04298	0.11577	0.12406	0.11465	0.10407	0.11065	0.10863	0.17592	0.173	0.1469	0.12817	0.1064	0.13691	0.22448	0.24715	0.05019	0.03379	0.07104	0.08167	0.07995	0.09986	0.07085	0.05541	0.11241	0.03004	0.06191	0.08753	0.0509	0	0.0029	0.00442	0	0	0.00101	0.00181	0.28514	0.11894	0.12013	0.08672	0.06259	0.13381	0.09814	0.1274	0.13425	0.1619	0.14669	0.11197	0.13236	0.11504
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aestuariivirgaceae	0.0196	0.04127	0.02709	0.02553	0.04764	0.02129	0.03841	0.01414	0.03212	0.03053	0.02407	0.03307	0.03413	0.04147	0.03777	0.07812	0.10902	0.11396	0.15432	0.16705	0.13074	0.01928	0.00126	0.04237	0.03798	0.05428	0.07301	0.10016	0.03541	0.04717	0.05057	0.04762	0.04368	0.0766	0.04628	0.03502	0.038	0.03074	0.03555	0.03009	0.03207	0.05029	0.02437	0.0255	0.06596	0.06316	0.10792	0.13831	0.11349	0.03875	0.04511	0.04463	0.05022	0.03858	0.0432	0.04616
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae	0.01931	0.02429	0.01501	0.03387	0.07462	0.0152	0.00975	0.00191	0.00675	0.00205	0.00198	0	0.00138	0.00473	0.05413	0.05004	0.00841	0.019	0.02473	0.01269	0.02051	2.86026	1.78806	5.077	3.92231	3.34022	4.22415	3.09879	0.03318	0.00963	0.01357	0.00777	0.01412	0.0007	0.00282	0.14642	0.05457	0.06278	0.0573	0.03441	0.02449	0.02375	0.00878	0.07284	0.0216	0.02242	0	0.0043	0.00404	0.00043	0	0	0.00401	0	0	0.00051
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochlorococcaceae	0.01518	0.02777	0.01802	0.01893	0.04876	0.03929	0.04254	0.02437	0.05666	0.05023	0.04384	0.01778	0.08133	0.09904	0.03366	0.07478	0.03145	0.07056	0.07345	0.04981	0.09224	0.00792	0	0.01487	0.01277	0.00523	0.02963	0.04045	0.01988	0.04607	0.0377	0.04971	0.08184	0.10869	0.08596	0.0195	0.03408	0.02562	0.03443	0.03736	0.0443	0.06245	0.00963	0.01498	0.0373	0.03307	0.02031	0.08703	0.04965	0.05284	0.08388	0.08344	0.08605	0.12323	0.10856	0.13502
k__Bacteria|p__Actinobacteria|c__CFGB36138|o__OFGB36138|f__FGB36138	0.01504	0.00256	0.00732	0.00317	0.00812	0.02399	0.03698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00626	0.00054	0	0	0.00789	0.01515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Spirosomaceae	0.01453	0.00726	0.01405	0.00775	0.0022	0.01738	0.03113	0.02696	0.07611	0.06863	0.05879	0.04716	0.06359	0.07578	0.00589	0.01575	0.01494	0.03386	0.04639	0.03123	0.0385	0	0.00046	0	0.00762	0.00878	0.0102	0.00832	0.02083	0.01059	0.03392	0.00118	0.00888	0.00785	0.0245	0.00228	0.00085	0.00288	0	0.00024	0.0001	0.00122	0	0.0028	0.00962	0.0083	0.01	0.0141	0.00597	0.06098	0.06157	0.07097	0.06055	0.05305	0.08461	0.06382
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified	0.01251	0.01267	0.00813	0.00373	0.00953	0.00468	0.0047	0.01198	0.03267	0.02349	0.01709	0.01056	0.01474	0.01071	0.05184	0.08639	0.05254	0.08654	0.08865	0.1034	0.07316	0.0324	0.01615	0.03787	0.03926	0.04831	0.04634	0.0689	0.04029	0.03733	0.04058	0.02668	0.02913	0.09477	0.01178	0.00791	0.00701	0.00313	0.0016	0.00288	0.00203	0.0019	0.27392	0.9542	0.30059	0.36454	0.31874	0.21025	0.19306	0.04566	0.03806	0.017	0.01678	0.02125	0.01972	0.02681
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Fluviibacteraceae	0.00992	0.0208	0.0304	0.04927	0.07666	0.02138	0.04368	0.00615	0.01331	0.01476	0.00674	0	0.01036	0.01339	0.02093	0.01769	0.00758	0.01139	0.01371	0.01085	0.02957	0.00579	0	0.00715	0.0023	0.00067	0.00151	0.01348	0.01199	0.01532	0.01906	0.0164	0.01194	0.01911	0.01171	0.01382	0.02176	0.02355	0.03365	0.03318	0.0231	0.04314	0.00891	0.00728	0.01214	0.00823	0	0.02056	0.01528	0.01715	0.01596	0.006	0.01199	0.01225	0.01166	0.0156
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadales_unclassified	0.00858	0.00534	0.00709	0.00435	0.00862	0.00594	0.01023	0.00379	0.01096	0.01055	0.00557	0.00124	0.00561	0.00528	0.00328	0.00451	0.00384	0.01078	0.01407	0.00994	0.00762	0	0	0.00166	0.00244	0.00291	0.00513	0.00718	0.00549	0.00894	0.00933	0.00652	0.00868	0.00641	0.00418	0.00396	0.00369	0.00371	0.00012	0.00165	0.00174	0.002	0	0.00212	0.0079	0.00736	0.01062	0.01999	0.01305	0.01111	0.01301	0.00706	0.00901	0.0079	0.00835	0.01042
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae	0.00831	0.00062	0.00636	0.00205	0.01616	0.0142	0.01176	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176	0.00901	0.00434	0	0.00726	0.00626	0.00568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__CFGB23698|o__OFGB23698|f__FGB23698	0.00615	0.00118	0.00079	0	0.00019	0	0.00621	0.04831	0.09924	0.08588	0.07305	0.06399	0.11044	0.06905	0	0	0	0	0.00288	0	0	0	0	0	0	0	0	0	0.06545	0.10343	0.12625	0.09619	0.11829	0.24242	0.09772	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0.00057	0.12454	0.13273	0.09725	0.08792	0.10338	0.09742	0.10308
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae	0.00583	0.01249	0.00886	0.0184	0.05786	0.01138	0.00603	0.02631	0.05942	0.02127	0.0309	0.02861	0.04377	0.06666	0	0	0	0	0	0	0	0.00767	0.02288	0.02646	0.00396	0.00539	0.00797	0.00495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Chroococcales|f__Microcystaceae	0.00559	0.00067	0.00344	0.00053	0.00154	0.00305	0.00644	0	0	0	0	0	0	0	0.01129	0.01175	0.00215	0.00998	0.00598	0	0	0	0	0	0	0	0	0	0	0	0.00342	0	0	0.00579	0	0	0.00145	0.0034	0	0.00305	0	0	0	0.00384	0.00473	0.00084	0	0.00323	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Pseudanabaenales|f__Pseudanabaenaceae	0.005	0.00626	0.00863	0.00499	0.00462	0.00995	0.00853	0	0.00048	0.00096	0	0	0	0	0.00475	0.00461	0	0.00857	0.01259	0.00905	0.01894	0	0	0	0	0	0.00021	0.00282	0	0	0.00081	0	0	0.0005	0	0.00343	0.00547	0.00974	0.00355	0.00716	0.00636	0.0054	0	0.00193	0.00234	0.00114	0	0.00674	0.00273	0	0	0	0	0	0.00232	0.00184
k__Bacteria|p__Firmicutes|c__CFGB389|o__OFGB389|f__FGB389	0.00484	0.00414	0.00617	0.00143	0.00784	0.00172	0.00233	0	0	0	0	0	0	0	0	0.00048	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10582	0.07204	0.07016	0.06451	0.05484	0.04101	0.0354	0	0	0.0005	0	0	0.00216	0.00112	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__CFGB46625|o__OFGB46625|f__FGB46625	0.00421	0.00307	0.00617	0.00318	0.00718	0.01782	0.00477	0.00373	0.01039	0.00982	0.00324	0	0.00513	0.00713	0.19377	0.20025	0.20957	0.12438	0.09959	0.061	0.07317	0.11733	0.01808	0.0673	0.07984	0.06029	0.05647	0.07754	0.016	0.01663	0.09565	0.00685	0.01476	0.29851	0.00519	0	0.00118	0.00136	0	0	0	0	0.13408	0.08964	0.11819	0.07807	0.07309	0.10151	0.05823	0.00964	0.00219	0.00636	0.00304	0.00616	0.01029	0.01079
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae	0.00312	0.00543	0.00595	0.00428	0.02612	0.00898	0.00705	0.00018	0.00077	0.00101	0	0	0	0.00032	0.00082	0.00122	0	0.00123	0.00186	0	0	0	0	0	0	0	0	0	0.06093	0.00569	0.00345	0.00399	0.0044	0.00401	0.00456	0.00093	0.00366	0.00269	0.00077	0.00108	0.00133	0.00358	0.00012	0.00124	0.00181	0.00245	0	0.0053	0.0059	0.00017	0	0	0.00058	0.00133	0.00114	0.00122
k__Bacteria|p__Actinobacteria|c__CFGB13659|o__OFGB13659|f__FGB13659	0.00226	0	0.00175	0	0	0.00154	0.00636	0.0025	0.00936	0.01796	0.01645	0	0.01492	0.02173	0	0.0055	0	0.02218	0.02267	0.01282	0.0147	0	0	0	0	0	0	0.00776	0.02066	0.0067	0.02208	0	0.0023	0.01376	0.01826	0	0	0.00096	0	0	0	0	0	0.00554	0.01124	0.0159	0	0.01666	0.01601	0.01292	0.00399	0.00315	0.01489	0.01578	0.01793	0.02527
k__Bacteria|p__Verrucomicrobia|c__CFGB44327|o__OFGB44327|f__FGB44327	0.00198	0.00075	0.00287	0.00061	0.00316	0.00428	0.00833	0.00304	0.00782	0.00968	0.0157	0.00275	0.01286	0.01611	0.00451	0.00398	0.00474	0.00597	0.01019	0.00751	0.00827	0.00086	0.00342	0	0	0	0	0.00183	0	0.00566	0.00545	0.00303	0.01149	0.01326	0.00691	0.00564	0.00519	0.00622	0.00359	0.00939	0.00562	0.00463	0	0.00084	0.00252	0.00036	0	0.00113	0.0007	0.00647	0.0085	0.00327	0.0067	0.00703	0.0118	0.0084
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	0.00197	0	0.00185	0.00029	0	0.00443	0.00567	0	0	0.00019	0	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.00048	0.00142	0	0.00079	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Reyranellaceae	0.00195	0.00099	0.00448	0.00196	0.0119	0.00704	0.00414	0.00565	0.02157	0.01468	0.00924	0	0.01367	0.01708	0.00052	0.00251	0	0.00477	0.00714	0.00224	0.00159	0	0	0	0	0	0	0	0.00863	0.02137	0.00877	0.00861	0.0241	0.01559	0.01392	0.00305	0.00441	0.0048	0.00202	0.00544	0.00042	0.00402	0.01652	0.00676	0.00817	0.00354	0	0.00666	0.005	0.03058	0.02652	0.01352	0.02416	0.02305	0.02451	0.03375
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales|f__Candidatus_Nanopelagicaceae	0.00187	0	0.00091	0	0	0.00421	0.00671	0.32707	1.2095	1.11712	1.01003	1.00972	1.13957	2.08902	0.12961	0.39632	0.49807	1.00999	0.84038	1.06463	0.64621	0.15003	0.11873	0.06875	0.32419	0.3463	0.38239	0.53159	0.52932	0.36627	0.37117	0.12101	0.15474	0.19772	0.34707	0.0069	0.0044	0.00631	0.00126	0.0086	0.0066	0.00439	0.15286	0.17756	0.38384	0.35987	0.30887	0.37515	0.35553	1.04275	1.30057	1.18435	0.86104	0.96557	1.68313	1.94506
k__Bacteria|p__Verrucomicrobia|c__CFGB33031|o__OFGB33031|f__FGB33031	0.00138	0.00058	0.00059	0	0.00067	0.00154	0.00114	0.00292	0.00442	0.00582	0.0045	0.00272	0.00468	0.00404	0.01375	0.02872	0.02565	0.02558	0.01767	0.02204	0.00808	0.00954	0.06623	0.01	0.01249	0.0053	0.00779	0.00544	0.0006	0.00316	0.00245	0.00102	0.00318	0.00423	0.00155	0	0.00042	0.00024	0	0.0001	0	0.00039	0.00551	0.00753	0.01143	0.00864	0.00403	0.00518	0.00308	0.00555	0.00692	0.00374	0.0057	0.00382	0.0042	0.00386
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372|f__FGB5372	0.00088	0.00133	0.00145	0.00148	0.00359	0.00081	0.0006	0.00043	0.00149	0.00154	0.00075	0	0.00058	0.00067	0.01181	0.01218	0.00472	0.00987	0.01233	0.0079	0.00878	0.00322	0.00404	0.00313	0.00109	0.00175	0.00292	0.00371	0	0.00138	0.0035	0	0.00169	0.01775	0.00081	0.00709	0.0079	0.00687	0.00741	0.00801	0.00504	0.00732	0.00492	0.00412	0.00792	0.00633	0.00239	0.00797	0.00462	0.00063	0.00078	0	0.00127	0.00143	0.00099	0.00132
k__Bacteria|p__Actinobacteria|c__CFGB41185|o__OFGB41185|f__FGB41185	0.0007	0	0	0	0	0.00301	0.00494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0.00061	0.00016	0.00149	0.00017	0.00312	0.00108	0.00094	0.00116	0.00395	0.00423	0.00127	0	0.00256	0.00224	0.00318	0.00578	0	0.00099	0.00146	0.00038	0.00088	0.00089	0	0	0	0	0	0	0	0.00059	0.00107	0	0.00082	0.00154	0	0.02435	0.00897	0.00827	0.00799	0.00266	0.00204	0.0021	0.00804	0.06044	0.01316	0.00696	0	0.00914	0.00423	0.00222	0.0012	0	0.00085	0.0012	0.00079	0.00215
k__Bacteria|p__Bacteroidota|c__CFGB43022|o__OFGB43022|f__FGB43022	0.00058	0	0.00195	0.00037	0.00151	0.00169	0.00208	0	0	0	0	0	0	0	0.00195	0.00429	0	0.00298	0.00523	0.00229	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0.00082	0.00184	0.00144	0	0.00371	0.00213	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0.00039	0	0.00246	0.00087	0.00117	0.00243	0.01057	0	0	0	0	0	0	0	0.00917	0.01019	0	0.00665	0.00661	0	0.00042	0.00519	0.00009	0	0	0	0	0	0.00071	0	0.00752	0	0.0005	0.00497	0.00449	0	0.00028	0	0	0.00054	0	0.00212	0.01013	0.01278	0.01603	0.00398	0	0.02639	0.01449	0	0	0	0	0	0.00726	0.00406
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae	0.00019	0	0.00019	0.00047	0.00137	0.00031	0.00034	0.00039	0.00148	0.00149	0.00102	0	0.00117	0.002	0.01903	0.00866	0.01018	0.00714	0.00485	0.00735	0.00899	0	0.00393	0	0	0	0	0	0	0	0.0007	0	0.00069	0.00184	0.00036	0.08046	0.03013	0.03584	0.04498	0.03379	0.03347	0.0401	0	0.00139	0.00246	0.00142	0	0.00132	0.00052	0.00451	0.00377	0.00163	0.00356	0.0035	0.00347	0.00537
k__Bacteria|p__Planctomycetota|c__CFGB73040|o__OFGB73040|f__FGB73040	0.00015	0	0.00068	0	0	0.00226	0.00343	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__GGB26028	17.92851	19.24278	17.32215	17.17668	23.74944	16.64582	18.80858	2.74721	9.28165	8.43643	6.69239	9.61327	7.94029	7.87832	3.35374	4.5113	4.86696	5.9461	6.67753	7.08633	5.69081	2.62423	1.2236	1.4253	3.13856	3.62631	3.43375	5.02911	5.89741	7.13553	7.07903	7.86807	8.57918	5.22729	5.95866	16.73895	20.60745	19.40738	20.39615	20.48057	21.84424	22.59005	2.87458	2.469	3.73534	3.55438	5.2916	5.41244	4.40955	8.81792	9.528	9.14337	7.98061	8.27348	7.82537	9.58771
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacterales_unclassified|g__Candidatus_Fonsibacter	12.01286	6.35576	13.89473	11.01364	2.22103	6.42513	6.22761	2.72702	12.17035	7.57581	10.03844	8.99205	9.77774	8.16213	4.01484	4.09235	5.63075	6.16256	6.91978	4.51011	7.09135	2.84103	4.54024	0.86667	3.23927	3.74101	2.37325	1.9535	4.28808	0.81225	3.07896	0.74647	1.16816	1.13796	3.84375	4.53516	4.36382	5.53491	3.44499	4.08392	2.0195	1.98454	6.31141	4.78461	3.85408	4.9431	6.89358	6.00253	5.04246	12.96662	4.53451	9.73216	12.65916	11.05422	10.14246	3.69448
k__Bacteria|p__Actinobacteria|c__CFGB1083|o__OFGB1083|f__FGB1083|g__GGB24856	9.61664	9.94048	8.45808	6.78942	9.43543	8.3816	11.24508	3.15581	9.9928	9.69842	10.01113	12.30396	11.87574	11.08604	16.19296	13.2645	15.23514	13.53766	12.50708	13.86086	12.51519	8.73699	11.04804	6.59211	8.64683	12.41808	9.97697	16.77398	8.6461	8.94153	13.06828	11.077	10.67401	22.16821	9.2642	5.24754	6.2297	4.89357	4.03635	3.20631	5.68808	6.03996	19.43395	15.95143	15.78955	15.02361	18.42918	18.74309	16.69865	10.20033	14.16857	11.95097	13.12332	13.99909	11.09166	13.92954
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	7.20882	12.33823	8.25106	10.87154	6.15789	9.51343	4.84136	0.47604	0.02929	0.05439	0.06174	0.00232	0.01471	0.03487	1.32339	1.19037	0.78022	0.51525	1.20215	1.00375	1.18486	0.00077	0.01233	0.00481	0.00493	0.09169	0.17678	0.37762	1.92062	0.10168	0.06295	0.05227	0.04361	0.03824	0.04952	0.30809	0.14122	0.19884	0.30502	0.17505	0.07368	0.08653	5.39899	8.90054	3.54296	4.07969	3.74215	2.11869	1.72842	0.31921	0.14308	0.01207	0.08303	0.09423	0.17826	0.30288
k__Bacteria|p__Actinobacteria|c__CFGB1083|o__OFGB1083|f__FGB1083|g__GGB36422	6.51685	6.62818	6.5027	6.22878	10.19002	8.53935	11.03358	2.35233	7.92146	8.38805	8.46398	11.91166	10.42644	11.67912	4.55505	3.22982	3.86003	3.84523	3.98714	5.68463	5.10481	2.43868	1.87664	1.76663	2.34795	3.72205	3.34066	5.02302	4.1286	5.21285	5.99142	7.69713	7.79518	4.20235	5.31818	3.73797	5.51942	4.87343	4.1141	4.3709	6.63392	8.54355	6.01674	4.57905	5.35503	5.01432	6.22548	7.25388	6.35333	8.64826	11.52588	11.52395	12.00071	11.91099	12.26792	14.99417
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus	6.29113	4.88271	7.56413	7.01805	2.06957	6.30945	6.37908	3.45319	12.12792	11.19371	10.78995	10.77192	10.10057	10.16436	8.92089	9.45026	9.73228	11.83076	10.4958	8.46734	9.16089	5.31025	4.91853	1.67023	5.62474	5.56768	4.81018	5.50356	6.27135	2.22484	7.41065	0.95619	1.58564	2.01744	5.48358	3.4084	3.02278	3.90631	3.30176	5.30656	3.91404	2.9077	6.03902	5.55784	6.70723	5.92056	7.13722	7.59212	6.0435	11.79325	11.68831	11.0836	10.0417	10.78817	10.40597	10.56795
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified	5.81647	3.06067	6.05287	4.72378	0.86779	3.01901	3.9691	1.21626	6.13604	3.6822	5.07241	3.52451	5.37343	5.46819	2.5472	2.72833	3.55823	4.28131	4.25801	4.0464	4.95498	2.08992	1.98604	0.62438	2.19395	2.56753	1.52141	1.0835	1.99609	0.42637	1.58045	0.36066	0.56772	0.72982	2.01313	2.09715	1.97942	2.09944	1.22927	1.24326	0.70793	1.06005	3.1056	3.11924	3.11574	3.55031	3.57864	4.65377	4.00989	6.62035	1.66752	5.71965	6.14981	6.00308	5.89978	1.94586
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter	5.56311	5.44847	5.21693	5.20414	8.3779	5.50082	5.50703	0.91645	2.88778	2.63201	1.98801	2.32225	2.23966	1.93022	2.26286	3.10724	3.24754	4.45461	5.81537	4.94959	5.3666	1.81117	0.99948	1.15387	2.16652	2.531	2.41161	3.69294	2.48169	2.72485	3.53475	2.89053	2.83244	4.20459	2.13386	7.5436	10.65544	8.89853	10.11085	9.27337	9.39316	9.68284	2.00728	1.60147	2.47448	2.3663	3.44091	5.23746	3.6791	2.5827	3.32481	2.34547	2.27561	2.56666	2.11043	2.5296
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans	4.58913	5.36924	3.66327	3.63749	5.61967	4.07631	4.64546	2.11022	5.64261	5.06572	4.31493	5.5053	5.31785	4.87882	1.41426	2.22186	2.91258	3.33771	4.6116	4.76399	4.72358	0.77309	0.23588	1.27646	1.52188	1.87648	2.14648	3.02806	3.14589	4.24816	3.80012	4.85733	4.42709	3.16041	3.21539	10.31003	8.34355	8.4742	9.34576	9.90716	9.82233	9.12491	0.83648	0.67482	1.4421	1.6366	2.8569	3.43103	2.37818	5.90333	7.58082	6.17895	5.08432	5.0685	5.1285	5.3694
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus	2.04381	2.36784	1.86908	1.88272	3.19629	1.99218	2.2402	0.75663	1.97033	1.88894	1.72718	2.12883	1.95462	1.9322	1.31878	1.39669	1.40783	1.13278	1.18601	1.02889	1.16871	0.40565	0.37762	0.38314	0.48049	0.48081	0.608	0.63522	0.82748	1.36805	1.22992	1.56861	1.38623	0.93907	0.9139	2.94363	3.65525	2.90941	3.8024	4.01429	4.1277	4.58586	0.68991	0.59251	0.71306	0.70434	1.34578	0.97608	0.63528	2.1923	2.92496	2.24925	2.12922	1.94392	2.0147	2.13719
k__Bacteria|p__Proteobacteria|c__CFGB42731|o__OFGB42731|f__FGB42731|g__GGB47400	1.89406	2.00997	2.0472	2.24612	2.97525	2.78632	2.94928	0.38608	1.17021	1.2235	1.16306	1.51543	1.4935	1.51694	0.0452	0.05853	0.08803	0.12364	0.16398	0.15394	0.18767	0.02248	0.0006	0.01188	0.0487	0.06607	0.06699	0.11153	0.61179	0.71876	0.95831	0.96825	1.049	0.51276	0.86646	1.89186	2.21534	2.30591	2.65269	3.98077	3.93133	4.13063	0.0147	0.02333	0.05748	0.06263	0.09274	0.18658	0.1165	1.16787	1.63795	1.4761	1.33341	1.52121	1.5358	1.79727
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum	1.81012	1.9075	0.57227	4.21635	1.98997	2.18638	1.75374	14.58574	1.15741	3.21193	3.51866	0.79297	1.16406	0.41189	1.1232	2.4321	0.33149	1.45814	1.1649	0.27274	0.53849	0.48908	0.16621	0.66605	1.05951	1.35539	1.65362	2.13166	0.77397	0.03976	0.00556	0.00505	0.00077	0	0.00147	0.00939	0.01616	0.03024	0	0.00916	0.00521	0.00302	1.11991	2.9899	0.50653	0.6324	1.00634	0.52821	0.44814	0.07524	0.02997	0.01122	0.01571	0.02775	0.05858	0.05873
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales|f__Microcoleaceae|g__Planktothrix	1.74103	1.7777	1.3558	1.33038	0.4907	2.34885	1.22343	0.31832	0.63393	0.50995	0.53072	0.67899	1.02478	0.82221	0.91256	1.21617	1.38994	1.13569	1.29415	0.85959	1.11694	0.60291	0.37552	0.17867	1.02459	0.43638	0.99691	0.48176	0.09545	0.04667	0.16088	0.02019	0.04258	0.06476	0.05537	3.77479	2.73078	3.49962	3.50529	4.68607	4.16739	1.44721	0.17782	0.20758	0.21217	0.18071	0.24527	0.1059	0.04025	0.98231	0.88904	0.92107	0.58788	0.60865	0.92127	0.36191
